fips,lgbm_mae,lgbm_rmse,lgbm_wape,actual,predicted,county_name,stateabbr,risk_tier,prophet_mae,prophet_rmse,prophet_wape,winner,wape_diff
05015,0.00402874171730061,0.00402874171730061,0.007457968298098154,0.540192926045016,0.5361641843277154,Carroll,AR,High,0.0308002260218441,0.0308002260218441,0.057017085076152,LightGBM,0.04955911677805385
05017,0.00161838679628179,0.00161838679628179,0.0021978964787931735,0.7363344051446945,0.7347160183484127,Chicot,AR,High,0.0052999251929259,0.0052999251929259,0.0071977149999999,LightGBM,0.004999818521206727
05019,0.005884825437526886,0.005884825437526886,0.01500148123828575,0.39228295819935693,0.38639813276183005,Clark,AR,Moderate,0.0281616895355718,0.0281616895355718,0.0717892249636298,LightGBM,0.05678774372534405
05021,0.00286843158710276,0.00286843158710276,0.005755369184444893,0.49839228295819926,0.4955238513710965,Clay,AR,Moderate,0.0190119848455772,0.0190119848455772,0.0381466276579001,LightGBM,0.032391258473455205
05023,0.0019183058112979268,0.0019183058112979268,0.0034091034703637446,0.562700964630225,0.5607826588189271,Cleburne,AR,High,0.0162835461418187,0.0162835461418187,0.0289381877148892,LightGBM,0.025529084244525456
05025,0.0033902046124166807,0.0033902046124166807,0.0064289855759852915,0.5273311897106109,0.5239409850981942,Cleveland,AR,High,0.0094687627767177,0.0094687627767177,0.0179560074607268,LightGBM,0.011527021884741508
05027,0.0020416957445879014,0.0020416957445879014,0.004409495670603037,0.4630225080385852,0.4609808122939973,Columbia,AR,Moderate,0.0121116082177284,0.0121116082177284,0.0261577094146774,LightGBM,0.021748213744074364
05029,0.0019307052043687767,0.0019307052043687767,0.0035113995237350264,0.54983922829582,0.5479085230914512,Conway,AR,High,0.0270545096411145,0.0270545096411145,0.0492044005753603,LightGBM,0.04569300105162528
05031,0.020854143845514428,0.020854143845514428,0.062361910922644107,0.33440514469453375,0.3135510008490193,Craighead,AR,Moderate,0.0036191448271923,0.0036191448271923,0.0108226350120847,Prophet,-0.05153927591055941
05033,0.007768050423309192,0.007768050423309192,0.0183019975882512,0.4244372990353698,0.4166692486120606,Crawford,AR,Moderate,0.0313338546173633,0.0313338546173633,0.0738244605,LightGBM,0.055522462911748796
05035,0.0002611274535138097,0.0002611274535138097,0.0004921856851078474,0.5305466237942122,0.5302854963406984,Crittenden,AR,High,0.0096165578927324,0.0096165578927324,0.0181257545735744,LightGBM,0.017633568888466553
05037,0.005504375324718702,0.005504375324718702,0.00989514870513015,0.5562700964630226,0.5507657211383039,Cross,AR,High,0.0199381999780411,0.0199381999780411,0.0358426600761317,LightGBM,0.02594751137100155
05039,0.0020677470816743426,0.0020677470816743426,0.0034949420782647857,0.5916398713826366,0.5895721243009623,Dallas,AR,High,0.0170613935302482,0.0170613935302482,0.0288374640647131,LightGBM,0.025342521986448315
