fips,lgbm_mae,lgbm_rmse,lgbm_wape,actual,predicted,county_name,stateabbr,risk_tier,prophet_mae,prophet_rmse,prophet_wape,winner,wape_diff
08093,0.01131377333638689,0.01131377333638689,0.039095372306848036,0.2893890675241157,0.2780752941877288,Park,CO,Moderate,0.0331629713609365,0.0331629713609365,0.114596489925014,LightGBM,0.07550111761816597
08095,0.00016509140695730729,0.00016509140695730729,0.0004278618963643548,0.38585209003215426,0.38568699862519695,Phillips,CO,Moderate,0.0503429653753042,0.0503429653753042,0.1304721852643302,LightGBM,0.13004432336796584
08097,0.03866672834814586,0.03866672834814586,0.1908786113694185,0.20257234726688098,0.16390561891873512,Pitkin,CO,Low,0.0440453364638336,0.0440453364638336,0.2174301530198771,LightGBM,0.026551541650458588
08099,0.009105894158922101,0.009105894158922101,0.02302384620670548,0.39549839228295813,0.38639249812403603,Prowers,CO,Moderate,0.0817052871221864,0.0817052871221864,0.2065881649999999,LightGBM,0.18356431879329443
08101,0.012219109211014045,0.012219109211014045,0.03362958375774661,0.3633440514469454,0.3511249422359314,Pueblo,CO,Moderate,0.0405752857838305,0.0405752857838305,0.111671804236914,LightGBM,0.0780422204791674
08103,0.006464644261711172,0.006464644261711172,0.02451834591941676,0.2636655948553055,0.2572009505935943,Rio Blanco,CO,Moderate,0.0376435472980266,0.0376435472980266,0.1427700391425157,LightGBM,0.11825169322309895
08105,0.007107280818591188,0.007107280818591188,0.018892002859674014,0.3762057877813505,0.3690985069627593,Rio Grande,CO,Moderate,0.0216176310286673,0.0216176310286673,0.0574622499992782,LightGBM,0.03857024713960419
08107,0.027295589931177172,0.027295589931177172,0.14388014353552714,0.18971061093247588,0.1624150210012987,Routt,CO,Low,0.034011438784489,0.034011438784489,0.1792806349487473,LightGBM,0.03540049141322016
08109,0.008332951777845987,0.008332951777845987,0.015706351532788498,0.5305466237942122,0.5222136720163663,Saguache,CO,High,0.0250588497588798,0.0250588497588798,0.0472321350000704,LightGBM,0.031525783467281895
08111,0.00970342244142558,0.00970342244142558,0.032801786731340814,0.29581993569131837,0.30552335813274395,San Juan,CO,Moderate,0.0365505102975564,0.0365505102975564,0.1235566163319569,LightGBM,0.0907548296006161
08113,0.026858519728163555,0.026858519728163555,0.1285076866993672,0.20900321543408354,0.18214469570591998,San Miguel,CO,Low,0.0530545836548473,0.0530545836548473,0.2538457771793467,LightGBM,0.12533809047997949
08115,0.008286107579340951,0.008286107579340951,0.017895690674826638,0.4630225080385852,0.45473640045924424,Sedgwick,CO,Moderate,0.034190787403363,0.034190787403363,0.0738426033503187,LightGBM,0.05594691267549206
08117,0.033192637201573255,0.033192637201573255,0.20645820339378565,0.1607717041800643,0.12757906697849106,Summit,CO,Low,0.0440478927462495,0.0440478927462495,0.2739778928816723,LightGBM,0.06751968948788664
08119,0.012274998606742804,0.012274998606742804,0.04149483224670665,0.29581993569131837,0.28354493708457557,Teller,CO,Moderate,0.0378464823488932,0.0378464823488932,0.1279375653315848,LightGBM,0.08644273308487814
08121,0.009303729159560403,0.009303729159560403,0.028934597686232858,0.32154340836012857,0.31223967920056817,Washington,CO,Moderate,0.0278900059279321,0.0278900059279321,0.0867379184358689,LightGBM,0.05780332074963604
08123,0.027689197285275496,0.027689197285275496,0.12852746799583106,0.21543408360128613,0.18774488631601063,Weld,CO,Low,0.0494972173431696,0.0494972173431696,0.2297557402048621,LightGBM,0.10122827220903105
08125,0.015085376803873563,0.015085376803873563,0.04599560966671253,0.3279742765273312,0.3128888997234576,Yuma,CO,Moderate,0.0450223261422591,0.0450223261422591,0.1372739551984568,LightGBM,0.09127834553174427
10001,0.004388394427692566,0.004388394427692566,0.01049838974624914,0.41800643086816713,0.41361803644047457,Kent,DE,Moderate,0.0112436459171341,0.0112436459171341,0.0268982606171439,LightGBM,0.01639987087089476
10003,0.0149394766378948,0.0149394766378948,0.04555075719985571,0.3279742765273312,0.3130347998894364,New Castle,DE,Moderate,0.0219381633489793,0.0219381633489793,0.0668898902111037,LightGBM,0.021339133011247985
10005,0.0038802270965980212,0.0038802270965980212,0.007836043032740162,0.49517684887459795,0.49129662177799993,Sussex,DE,Moderate,0.0095556368744398,0.0095556368744398,0.0192974225191609,LightGBM,0.011461379486420738
11001,0.01832801200268057,0.01832801200268057,0.15405437115766643,0.11897106109324757,0.100643049090567,District of Columbia,DC,Low,0.0284711690830523,0.0284711690830523,0.2393117185088991,LightGBM,0.08525734735123267
12001,0.017908291828546002,0.017908291828546002,0.06792047266680251,0.2636655948553055,0.2457573030267595,Alachua,FL,Moderate,0.0191601357869488,0.0191601357869488,0.0726683198748914,LightGBM,0.004747847208088893
12003,0.018849564585376233,0.018849564585376233,0.051878005186300945,0.3633440514469454,0.3444944868615692,Baker,FL,Moderate,0.0011662905640691,0.0011662905640691,0.0032098793400488,Prophet,-0.048668125846252144
12005,0.0013766315128968531,0.0013766315128968531,0.0037887823054063843,0.36334405144694526,0.3619674199340484,Bay,FL,Moderate,0.0219647421591639,0.0219647421591639,0.0604516355,LightGBM,0.05666285319459362
12007,0.0028997879316941533,0.0028997879316941533,0.005972410905674713,0.4855305466237942,0.48263075869210004,Bradford,FL,Moderate,0.0069834974644384,0.0069834974644384,0.0143832298770885,LightGBM,0.008410818971413787
12009,0.008998856795478294,0.008998856795478294,0.021363698193845416,0.42122186495176844,0.41222300815629015,Brevard,FL,Moderate,0.0002533198000156,0.0002533198000156,0.0006013928076707,Prophet,-0.020762305386174715
12011,0.00890580856351847,0.00890580856351847,0.022517938725644265,0.39549839228295813,0.38659258371943966,Broward,FL,Moderate,0.0026742316398508,0.0026742316398508,0.0067616751218993,Prophet,-0.015756263603744963
12013,0.005113914440895928,0.005113914440895928,0.009638953885567476,0.5305466237942122,0.5254327093533163,Calhoun,FL,High,0.0470898662017884,0.0470898662017884,0.0887572629621588,LightGBM,0.07911830907659133
12015,0.008845033307787187,0.008845033307787187,0.014950029123488126,0.5916398713826366,0.5827948380748494,Charlotte,FL,High,0.0088241740133051,0.0088241740133051,0.0149147723811842,Prophet,-3.5256742303925795e-05
12017,0.008704477589095316,0.008704477589095316,0.014247855422150754,0.6109324758842444,0.6022279982951491,Citrus,FL,High,0.0499073329275129,0.0499073329275129,0.0816904238971395,LightGBM,0.06744256847498875
12019,0.017171633046405732,0.017171633046405732,0.048994292453506276,0.3504823151125401,0.33331068206613435,Clay,FL,Moderate,0.0076037376580837,0.0076037376580837,0.0216950679969178,Prophet,-0.027299224456588476
12021,0.0014461231383109951,0.0014461231383109951,0.0029588440527284175,0.4887459807073955,0.4872998575690845,Collier,FL,Moderate,0.0404701158327973,0.0404701158327973,0.0828039869999998,LightGBM,0.07984514294727138
12023,0.006631089491675013,0.006631089491675013,0.012809123179570987,0.5176848874598071,0.5110537979681321,Columbia,FL,High,0.0108145491501894,0.0108145491501894,0.0208902160603037,LightGBM,0.008081092880732712
12027,0.0030653794920674216,0.0030653794920674216,0.004673201088396904,0.6559485530546623,0.6528831735625948,DeSoto,FL,High,0.0800864807073955,0.0800864807073955,0.1220926250000001,LightGBM,0.11741942391160319
12029,0.005918257832878138,0.005918257832878138,0.009790309500133513,0.6045016077170419,0.5985833498841637,Dixie,FL,High,0.0137643828374182,0.0137643828374182,0.0227698035236013,LightGBM,0.012979494023467786
12031,0.012794004659606784,0.012794004659606784,0.03552620936730098,0.36012861736334406,0.3473346127037373,Duval,FL,Moderate,0.0207370486050014,0.0207370486050014,0.0575823403228164,LightGBM,0.022056130955515424
12033,0.014609077551065108,0.014609077551065108,0.03754895139158057,0.3890675241157556,0.3744584465646905,Escambia,FL,Moderate,0.0028667837678854,0.0028667837678854,0.0073683450563006,Prophet,-0.03018060633527997
12035,0.00022941573419177352,0.00022941573419177352,0.00048208306306514573,0.4758842443729903,0.4761136601071821,Flagler,FL,Moderate,0.0034704481270096,0.0034704481270096,0.0072926308614865,LightGBM,0.006810547798421354
12037,0.0005571262509582731,0.0005571262509582731,0.001007362000279203,0.5530546623794212,0.552497536128463,Franklin,FL,High,0.0199994769388931,0.0199994769388931,0.0361618449302079,LightGBM,0.0351544829299287
12039,0.007062891723962905,0.007062891723962905,0.010662909350254676,0.662379421221865,0.6553165294979021,Gadsden,FL,High,0.0215466446667699,0.0215466446667699,0.0325291577250749,LightGBM,0.02186624837482022
12041,0.0025757661088179895,0.0025757661088179895,0.006068661059412081,0.4244372990353698,0.4218615329265518,Gilchrist,FL,Moderate,0.030748119078087,0.030748119078087,0.0724444320703414,LightGBM,0.06637577101092933
12043,0.0020233284790951434,0.0020233284790951434,0.0030398799855004327,0.6655948553054662,0.6676181837845614,Glades,FL,High,0.0414569240016077,0.0414569240016077,0.0622855235,LightGBM,0.05924564351449957
12045,0.0031504697441006035,0.0031504697441006035,0.006757214416657158,0.46623794212218644,0.46308747237808584,Gulf,FL,Moderate,0.0214344833815974,0.0214344833815974,0.0459732712529434,LightGBM,0.03921605683628624
12047,0.004771833866194064,0.004771833866194064,0.0075716343489099685,0.6302250803858521,0.6254532465196581,Hamilton,FL,High,0.0114883131839422,0.0114883131839422,0.018228905103092,LightGBM,0.010657270754182033
12049,0.0003452856193854048,0.0003452856193854048,0.0006587964885206192,0.5241157556270095,0.5244610412463949,Hardee,FL,High,0.0275640303553055,0.0275640303553055,0.0525914935000001,LightGBM,0.051932697011479484
12051,0.0005584180260820304,0.0005584180260820304,0.0010276213379379379,0.5434083601286173,0.5428499421025352,Hendry,FL,High,0.0399600845064308,0.0399600845064308,0.0735360134999999,LightGBM,0.07250839216206197
12053,0.006636704528879989,0.006636704528879989,0.012981227097369034,0.5112540192926045,0.5046173147637245,Hernando,FL,High,0.0250429666777547,0.0250429666777547,0.048983412809948,LightGBM,0.03600218571257897
12055,0.014970762912612012,0.014970762912612012,0.02106745369150378,0.7106109324758842,0.6956401695632722,Highlands,FL,High,0.001907151608725,0.001907151608725,0.0026838196846763,Prophet,-0.018383634006827482
12057,0.02021085479291629,0.02021085479291629,0.059297885288650626,0.3408360128617363,0.32062515806882,Hillsborough,FL,Moderate,0.0123467300324083,0.0123467300324083,0.0362248400007451,Prophet,-0.023073045287905526
12059,0.0007145521795796084,0.0007145521795796084,0.0014245238964696039,0.5016077170418006,0.5023222692213802,Holmes,FL,High,0.0353024280978808,0.0353024280978808,0.0703785585797495,LightGBM,0.0689540346832799
12061,0.003490962821974253,0.003490962821974253,0.006743412656111755,0.5176848874598071,0.5141939246378329,Indian River,FL,High,0.0056100968435373,0.0056100968435373,0.0108368951449695,LightGBM,0.004093482488857746
12063,0.0021380867055212915,0.0021380867055212915,0.003958005746530486,0.540192926045016,0.5380548393394947,Jackson,FL,High,0.0086550579244867,0.0086550579244867,0.0160221608006867,LightGBM,0.012064155054156214
12065,0.006842311551647495,0.006842311551647495,0.012022366624646163,0.5691318327974277,0.5622895212457802,Jefferson,FL,High,0.0173812881285843,0.0173812881285843,0.0305400034349701,LightGBM,0.018517636810323937
12067,0.004923559969561009,0.004923559969561009,0.009878884842151445,0.49839228295819926,0.49346872298863825,Lafayette,FL,Moderate,0.0604612512057877,0.0604612512057877,0.1213125749999998,LightGBM,0.11143369015784835
12069,0.0026130263441939694,0.0026130263441939694,0.00538179598042599,0.4855305466237942,0.4829175202796002,Lake,FL,Moderate,0.0338064089369774,0.0338064089369774,0.0696277693999999,LightGBM,0.06424597341957392
12071,0.004828641927126287,0.004828641927126287,0.009688436382814681,0.49839228295819926,0.493563641031073,Lee,FL,Moderate,0.0262719094730651,0.0262719094730651,0.052713315136279,LightGBM,0.04302487875346432
12073,0.029853601984478007,0.029853601984478007,0.11322524655088609,0.2636655948553055,0.2338119928708275,Leon,FL,Moderate,0.0226586186132801,0.0226586186132801,0.0859369559601233,Prophet,-0.027288290590762793
12075,0.0028550523200914224,0.0028550523200914224,0.004905642384245482,0.5819935691318329,0.5791385168117414,Levy,FL,High,0.0090430141749695,0.0090430141749695,0.0155379967315775,LightGBM,0.010632354347332017
12077,0.007771179412783824,0.007771179412783824,0.016329978360647087,0.47588424437299043,0.4681130649602066,Liberty,FL,Moderate,0.0038897184020635,0.0038897184020635,0.0081736650205524,Prophet,-0.008156313340094687
12079,0.004718939138134037,0.004718939138134037,0.008019617879561122,0.5884244372990355,0.5931433764371695,Madison,FL,High,0.0184721138507595,0.0184721138507595,0.0313924994950066,LightGBM,0.02337288161544548
12081,0.007837721258966146,0.007837721258966146,0.016359270547238063,0.4790996784565916,0.4712619571976255,Manatee,FL,Moderate,0.0175376952352956,0.0175376952352956,0.0366055249542076,LightGBM,0.02024625440696954
12083,0.0030292353346481615,0.0030292353346481615,0.005641270593266935,0.5369774919614149,0.5339482566267667,Marion,FL,High,0.0038171121898213,0.0038171121898213,0.0071085143175715,LightGBM,0.0014672437243045651
12085,0.0022447278291553574,0.0022447278291553574,0.004623247383227259,0.4855305466237942,0.48328581879463883,Martin,FL,Moderate,0.0233707724395206,0.0233707724395206,0.0481345048257676,LightGBM,0.04351125744254034
12086,0.006426222619529853,0.006426222619529853,0.013975910731984507,0.4598070739549839,0.453380851335454,Miami-Dade,FL,Moderate,0.0050751464324164,0.0050751464324164,0.0110375562271433,Prophet,-0.0029383545048412077
12087,0.005507348262833223,0.005507348262833223,0.012975646285917667,0.4244372990353698,0.4189299507725366,Monroe,FL,Moderate,0.0192415146672416,0.0192415146672416,0.0453341747084254,LightGBM,0.032358528422507735
12089,0.012741404623149433,0.012741404623149433,0.035698890430625886,0.35691318327974275,0.3441717786565933,Nassau,FL,Moderate,0.0059996071076846,0.0059996071076846,0.0168097100044136,Prophet,-0.018889180426212286
12091,0.01871878053307946,0.01871878053307946,0.06468378606430793,0.2893890675241157,0.27067028699103624,Okaloosa,FL,Moderate,0.0144006395865851,0.0144006395865851,0.0497622101269774,Prophet,-0.014921575937330525
12093,0.00588911670170067,0.00588911670170067,0.01071061575572461,0.54983922829582,0.5439501115941193,Okeechobee,FL,High,0.0043571479092315,0.0043571479092315,0.0079244035074328,Prophet,-0.0027862122482918087
12095,0.0217187320891013,0.0217187320891013,0.07185665616713306,0.30225080385852077,0.28053207176941947,Orange,FL,Moderate,0.0053503401315351,0.0053503401315351,0.0177016572436961,Prophet,-0.05415499892343696
12097,0.012819595675072959,0.012819595675072959,0.03497275662234816,0.3665594855305466,0.35373988985547367,Osceola,FL,Moderate,0.0268675772655269,0.0268675772655269,0.073296636224376,LightGBM,0.03832387960202784
12099,0.006309342462002876,0.006309342462002876,0.014322667924692658,0.44051446945337625,0.43420512699137337,Palm Beach,FL,Moderate,0.0267742177081027,0.0267742177081027,0.0607794285198537,LightGBM,0.04645676059516104
12101,0.0061187422249129875,0.0061187422249129875,0.015102609777364598,0.405144694533762,0.399025952308849,Pasco,FL,Moderate,0.0034081233679874,0.0034081233679874,0.0084121140273341,Prophet,-0.006690495750030497
12103,0.006988197004146657,0.006988197004146657,0.016218875136489633,0.4308681672025722,0.42387997019842555,Pinellas,FL,Moderate,0.0117718289274222,0.0117718289274222,0.0273211850479726,LightGBM,0.011102309911482967
12105,0.004050564444227356,0.004050564444227356,0.00940093688175155,0.4308681672025723,0.42681760275834496,Polk,FL,Moderate,0.0057336839999899,0.0057336839999899,0.0133072815223646,LightGBM,0.0039063446406130495
12107,0.007149045464181825,0.007149045464181825,0.010898789898826216,0.6559485530546623,0.6487995075904804,Putnam,FL,High,0.0032168899162257,0.0032168899162257,0.0049041802154225,Prophet,-0.005994609683403715
12109,0.017627412197430026,0.017627412197430026,0.05958831731957323,0.29581993569131837,0.27819252349388834,St. Johns,FL,Moderate,0.008692182188464,0.008692182188464,0.0293833550066555,Prophet,-0.030204962312917732
12111,0.001515594609081905,0.001515594609081905,0.003142332822829817,0.4823151125401928,0.4807995179311109,St. Lucie,FL,Moderate,0.0010521896691322,0.0010521896691322,0.0021815399140008,Prophet,-0.0009607929088290171
12113,0.016316412007952197,0.016316412007952197,0.053983022707160995,0.3022508038585209,0.2859343918505687,Santa Rosa,FL,Moderate,0.0041111807373404,0.0041111807373404,0.0136018852054561,Prophet,-0.0403811375017049
12115,0.008913448178861971,0.008913448178861971,0.019117809542248784,0.46623794212218644,0.4573244939433245,Sarasota,FL,Moderate,0.0063165820168776,0.0063165820168776,0.0135479793603375,Prophet,-0.005569830181911284
12117,0.027811874697178274,0.027811874697178274,0.09610547812024939,0.2893890675241157,0.2615771928269374,Seminole,FL,Moderate,0.0091822850341933,0.0091822850341933,0.0317298960626015,Prophet,-0.06437558205764789
12119,0.004057908985708569,0.004057908985708569,0.006247572745323589,0.6495176848874599,0.6454597759017513,Sumter,FL,High,0.0125512802971149,0.0125512802971149,0.0193240008534789,LightGBM,0.01307642810815531
12121,0.004450208949713597,0.004450208949713597,0.008439115752200785,0.5273311897106109,0.5228809807608973,Suwannee,FL,High,0.008146059334595,0.008146059334595,0.0154477100796283,LightGBM,0.007008594327427516
12123,0.0066518041876624245,0.0066518041876624245,0.011687633346683693,0.5691318327974277,0.5624800286097653,Taylor,FL,High,0.0086902507255405,0.0086902507255405,0.0152693105968536,LightGBM,0.0035816772501699075
12125,0.0017927448300469329,0.0017927448300469329,0.0036923420009575903,0.4855305466237942,0.48373780179374726,Union,FL,Moderate,0.0115190648315477,0.0115190648315477,0.0237246964411348,LightGBM,0.02003235444017721
12127,0.0014701909139993585,0.0014701909139993585,0.0032894199586604353,0.44694533762057875,0.4484155285345781,Volusia,FL,Moderate,0.0047427807609104,0.0047427807609104,0.0106115454434758,LightGBM,0.007322125484815364
12129,0.02120525467736395,0.02120525467736395,0.05685201900569128,0.3729903536977492,0.35178509902038524,Wakulla,FL,Moderate,9.11032547009638e-05,9.11032547009638e-05,0.0002442509673448,Prophet,-0.056607768038346475
12131,0.010733590224143441,0.010733590224143441,0.028289377624649236,0.3794212218649518,0.36868763164080837,Walton,FL,Moderate,0.0062176716783224,0.0062176716783224,0.0163872533216804,Prophet,-0.011902124302968838
12133,0.003311556033525842,0.003311556033525842,0.006396856685879111,0.5176848874598071,0.5143733314262813,Washington,FL,High,0.0021237031468275,0.0021237031468275,0.0041023085631264,Prophet,-0.0022945481227527103
13001,0.008201609121029851,0.008201609121029851,0.01371344320774346,0.5980707395498392,0.5898691304288094,Appling,GA,High,0.0601397039420257,0.0601397039420257,0.100556171645,LightGBM,0.08684272843725654
13003,0.002982455236379411,0.002982455236379411,0.00493374243890424,0.6045016077170416,0.6015191524806622,Atkinson,GA,High,0.0150741562818738,0.0150741562818738,0.0249365032109721,LightGBM,0.02000276077206786
13005,0.0006032244104873796,0.0006032244104873796,0.001259079138668289,0.4790996784565916,0.479702902867079,Bacon,GA,Moderate,0.0071072180399248,0.0071072180399248,0.0148345289289706,LightGBM,0.013575449790302311
13007,0.018750214725586467,0.018750214725586467,0.022172307146986276,0.8456591639871384,0.8644093787127248,Baker,GA,Critical,0.1387626054662379,0.1387626054662379,0.1640881,LightGBM,0.1419157928530137
13009,0.0033932543504931467,0.0033932543504931467,0.007228096595913484,0.46945337620578775,0.4660601218552946,Baldwin,GA,Moderate,0.0074501523184726,0.0074501523184726,0.0158698450071574,LightGBM,0.008641748411243915
13011,0.003284162411779201,0.003284162411779201,0.007565737111580235,0.43408360128617357,0.43079943887439437,Banks,GA,Moderate,0.0147702442327599,0.0147702442327599,0.0340262663436172,LightGBM,0.026460529232036963
13013,0.014006683744982595,0.014006683744982595,0.04356078644689588,0.32154340836012857,0.307536724615146,Barrow,GA,Moderate,0.0033243919395258,0.0033243919395258,0.0103388589319253,Prophet,-0.03322192751497058
13015,0.014647202631528189,0.014647202631528189,0.04422601959616764,0.33118971061093244,0.31654250797940425,Bartow,GA,Moderate,0.0164088029762954,0.0164088029762954,0.0495450264624066,LightGBM,0.005319006866238957
13017,0.0019235497344197716,0.0019235497344197716,0.00296150478913143,0.6495176848874599,0.6475941351530401,Ben Hill,GA,High,0.0633107896623793,0.0633107896623793,0.0974735424999998,LightGBM,0.09451203771086837
13019,0.005914825398094514,0.005914825398094514,0.010884678691168014,0.5434083601286173,0.5374935347305227,Berrien,GA,High,0.005493825520611,0.005493825520611,0.010109939271657,Prophet,-0.0007747394195110127
13021,0.002786272925589528,0.002786272925589528,0.005316140367229101,0.5241157556270095,0.52132948270142,Bibb,GA,High,0.0141456538423331,0.0141456538423331,0.0269895603985619,LightGBM,0.0216734200313328
13023,0.010210329080236613,0.010210329080236613,0.02189939547554198,0.46623794212218644,0.45602761304194983,Bleckley,GA,Moderate,0.0191548450352926,0.0191548450352926,0.0410838400412138,LightGBM,0.01918444456567182
13025,0.0006479348319280986,0.0006479348319280986,0.0013524008908029441,0.4790996784565916,0.47845174362466353,Brantley,GA,Moderate,0.0032376131232695,0.0032376131232695,0.0067577025593076,LightGBM,0.005405301668504656
13027,0.010219707799681177,0.010219707799681177,0.014381579754302471,0.7106109324758842,0.7003912246762031,Brooks,GA,High,0.0329788845508732,0.0329788845508732,0.046409199526342,LightGBM,0.03202761977203953
13029,0.019872061756744636,0.019872061756744636,0.09088545891687622,0.2186495176848874,0.19877745592814278,Bryan,GA,Low,0.0007759110424764,0.0007759110424764,0.003548651973679,Prophet,-0.08733680694319722
13031,0.021587291837484035,0.021587291837484035,0.0729744321897558,0.29581993569131837,0.27423264385383433,Bulloch,GA,Moderate,0.0060273365393413,0.0060273365393413,0.0203750180840778,Prophet,-0.052599414105678005
13033,0.0026845336146565923,0.0026845336146565923,0.004464652161273798,0.6012861736334406,0.598601640018784,Burke,GA,High,0.0059582860061739,0.0059582860061739,0.0099092350156155,LightGBM,0.005444582854341703
13035,0.00017551472048105143,0.00017551472048105143,0.0004298037643276141,0.40836012861736337,0.4081846138968823,Butts,GA,Moderate,0.0123295265687521,0.0123295265687521,0.0301927776604876,LightGBM,0.029762973896159985
13037,0.0018476600193482184,0.0018476600193482184,0.0030728463423384807,0.6012861736334406,0.5994385136140924,Calhoun,GA,High,0.0522102648912462,0.0522102648912462,0.0868309753004148,LightGBM,0.08375812895807631
13039,0.012828169646640852,0.012828169646640852,0.037637365661370804,0.3408360128617363,0.32800784321509546,Camden,GA,Moderate,0.014619964762011,0.014619964762011,0.0428944249149569,LightGBM,0.005257059253586098
13043,0.0002045067783267296,0.0002045067783267296,0.0003741271062330171,0.5466237942122186,0.5468283009905454,Candler,GA,High,0.0257900020768018,0.0257900020768018,0.0471805332110903,LightGBM,0.046806406104857284
13045,0.014677923032493156,0.014677923032493156,0.040757446992012246,0.36012861736334406,0.3454506943308509,Carroll,GA,Moderate,0.0082129779920345,0.0082129779920345,0.0228056799600244,Prophet,-0.017951767031987847
13047,0.01934332310583442,0.01934332310583442,0.05231107379056092,0.3697749196141478,0.3504315965083134,Catoosa,GA,Moderate,0.0045539329094008,0.0045539329094008,0.0123154185636839,Prophet,-0.03999565522687702
13049,0.00021161955851645153,0.00021161955851645153,0.0004113355168663527,0.5144694533762058,0.5146810729347222,Charlton,GA,High,0.0251753272096751,0.0251753272096751,0.048934542263806,LightGBM,0.04852320674693965
13051,0.012834759170246068,0.012834759170246068,0.03532398320306662,0.36334405144694526,0.3505092922766992,Chatham,GA,Moderate,0.0093164394348133,0.0093164394348133,0.0256408200374066,Prophet,-0.009683163165660022
13053,0.03448841477027809,0.03448841477027809,0.35752989978521627,0.09646302250803858,0.061974607737760486,Chattahoochee,GA,Low,0.0224439766035209,0.0224439766035209,0.2326692241231676,Prophet,-0.12486067566204867
13055,0.0034035319083463023,0.0034035319083463023,0.006226461314680589,0.5466237942122186,0.5432202623038723,Chattooga,GA,High,0.008650693560737,0.008650693560737,0.0158256805728776,LightGBM,0.009599219258197011
13057,0.02727205183844783,0.02727205183844783,0.09638191047451451,0.28295819935691313,0.2556861475184653,Cherokee,GA,Moderate,0.0208020936334958,0.0208020936334958,0.0735164900001957,Prophet,-0.022865420474318818
13059,0.021141973112055873,0.021141973112055873,0.0811747362697454,0.26045016077170413,0.23930818765964826,Clarke,GA,Moderate,0.0007435852237539,0.0007435852237539,0.0028550000566355,Prophet,-0.0783197362131099
13061,0.006237768377385766,0.006237768377385766,0.008049568321024785,0.77491961414791,0.7686818457705242,Clay,GA,Critical,0.0595631410923545,0.0595631410923545,0.0768636385050715,LightGBM,0.06881407018404671
13063,0.004489730536374081,0.004489730536374081,0.00997361569151671,0.45016077170418,0.4546505022405541,Clayton,GA,Moderate,0.0005409446305589,0.0005409446305589,0.0012016698578844,Prophet,-0.00877194583363231
13065,0.0034204238467169246,0.0034204238467169246,0.00584479019960969,0.5852090032154341,0.5817885793687172,Clinch,GA,High,0.0458254794341841,0.0458254794341841,0.0783061763957761,LightGBM,0.0724613861961664
13067,0.025974839790437715,0.025974839790437715,0.10225538195982442,0.2540192926045016,0.2280444528140639,Cobb,GA,Moderate,0.0125142083211593,0.0125142083211593,0.0492647947832981,Prophet,-0.05299058717652632
13069,6.691986920670523e-05,6.691986920670523e-05,0.0001300754957705333,0.5144694533762058,0.514402533506999,Coffee,GA,High,0.0195606945291986,0.0195606945291986,0.0380210999911298,LightGBM,0.03789102449535926
13071,0.0012424717151154896,0.0012424717151154896,0.0022864420319580908,0.5434083601286173,0.5446508318437328,Colquitt,GA,High,0.0365118077891318,0.0365118077891318,0.0671903681800001,LightGBM,0.06490392614804201
13073,0.03095636615702696,0.03095636615702696,0.10241946675356793,0.3022508038585209,0.2712944377014939,Columbia,GA,Moderate,0.0215823183653651,0.0215823183653651,0.071405329910942,Prophet,-0.031014136842625925
13075,0.0019017800720061429,0.0019017800720061429,0.0034997254579521332,0.5434083601286173,0.5453101402006234,Cook,GA,High,0.0006239435378584,0.0006239435378584,0.0011482037886034,Prophet,-0.002351521669348733
13077,0.018258189940057123,0.018258189940057123,0.055669579130958484,0.3279742765273312,0.30971608658727406,Coweta,GA,Moderate,0.0147348876080028,0.0147348876080028,0.0449269612361655,Prophet,-0.010742617894792986
13079,0.0014534092968327972,0.0014534092968327972,0.0029161954278387097,0.49839228295819926,0.49693887366136646,Crawford,GA,Moderate,0.0260023438797804,0.0260023438797804,0.0521724448168497,LightGBM,0.049256249389010985
13081,0.005087135723879865,0.005087135723879865,0.007569852680031762,0.6720257234726688,0.6669385877487889,Crisp,GA,High,0.0168533106592758,0.0168533106592758,0.0250783713638028,LightGBM,0.017508518683771037
13083,0.0011570022323744156,0.0011570022323744156,0.0029737825972598617,0.3890675241157556,0.3879105218833812,Dade,GA,Moderate,0.0158872829752348,0.0158872829752348,0.0408342562421325,LightGBM,0.03786047364487264
13085,0.01597650336302875,0.01597650336302875,0.048239733455358653,0.33118971061093244,0.3152132072479037,Dawson,GA,Moderate,0.0042175469616986,0.0042175469616986,0.0127345350008571,Prophet,-0.03550519845450155
13087,0.0016998555095280032,0.0016998555095280032,0.002904698150896753,0.5852090032154341,0.5869088587249621,Decatur,GA,High,0.0073772421685042,0.0073772421685042,0.0126061665626637,LightGBM,0.009701468411766948
13089,0.003939608364674163,0.003939608364674163,0.01201194315111436,0.3279742765273312,0.324034668162657,DeKalb,GA,Moderate,0.0080271658297207,0.0080271658297207,0.0244749860102269,LightGBM,0.01246304285911254
13091,0.0002911288888083341,0.0002911288888083341,0.0005203510598815627,0.5594855305466238,0.5597766594354321,Dodge,GA,High,0.0090787479892743,0.0090787479892743,0.0162269576130133,LightGBM,0.015706606553131736
13093,0.005284045803199078,0.005284045803199078,0.008649148656815332,0.6109324758842444,0.6056484300810453,Dooly,GA,High,0.0202063017998024,0.0202063017998024,0.0330745255775713,LightGBM,0.024425376920755963
13095,0.004892387171170021,0.004892387171170021,0.008050436032983475,0.607717041800643,0.602824654629473,Dougherty,GA,High,0.0103940777806438,0.0103940777806438,0.0171034824856096,LightGBM,0.009053046452626126
